ID,medv
3,30.71066578001123
6,25.565634551176814
8,18.27892917979638
9,9.457021017675924
10,17.95851103707411
18,16.9436753711012
20,18.929587659371943
25,15.591341506714159
26,13.402532831657588
27,15.57659963162509
29,19.495994716326898
30,20.809582409864653
33,7.446892197107047
34,14.107330355556627
36,24.159608828476117
37,22.54443164367849
38,23.577315689973613
42,28.353167795491423
49,7.607483501130133
53,27.754472677579493
60,21.419850532566038
63,24.295019023347315
70,21.33929390919647
72,22.525272251621647
79,21.70036117879917
80,23.400328031729252
83,26.312904857684885
92,27.31453610329657
93,29.36159899997319
96,28.65284541400563
98,35.28093908456255
99,34.7896853946296
100,31.903773338562367
105,21.691997702395337
106,18.552947692657607
111,20.795501274187437
113,20.47670708234609
114,20.234241251182976
116,20.13877763712391
126,23.083838521304124
130,14.53095632465497
131,20.614195984249438
133,20.848542578862826
136,17.4700638992932
141,13.103885306859844
144,10.500039591982695
145,7.0366523234332945
147,14.851400990029155
152,17.885827130966454
153,21.64311951208591
156,20.627678935958084
158,33.63989511628942
163,42.39266351684924
169,26.472354288989095
185,22.433142839278673
186,24.23751571471393
189,32.08910700689391
196,39.32346532063665
197,34.73054789456748
199,33.05179652068498
200,29.17885093312256
203,35.78240336342728
208,17.63685081857723
210,18.168051880476224
211,23.786950186187603
213,24.32197339724012
216,24.93421062851887
218,28.311920422336605
219,26.041125744639306
220,31.33847779769625
221,34.45162564769219
229,35.234211351174835
232,33.1334123433906
238,32.648481182465446
239,28.352840274039202
240,28.199659817286246
242,23.305957494292297
246,13.04038580408686
248,20.009606334102394
253,25.28788894472045
255,23.530445241262132
256,21.099872504515496
257,36.52353930154614
258,41.16404712337274
259,34.8544745680103
260,33.736719488430005
268,38.881590535759564
270,27.104579138234502
271,22.179424526479956
276,33.87886181561788
277,36.75953292691156
278,36.419938248554644
279,30.200906549783948
281,38.00378931856906
288,26.924929576223867
290,26.32759229283803
292,34.043872785998055
295,24.916255920448556
296,28.986649344501856
299,28.586498623912693
300,31.00741675491046
301,29.865498165806525
308,32.22641920331701
314,25.902850524328844
315,25.53430145837853
320,21.264379569193302
322,25.395342279806773
323,23.50492050173036
324,19.86758976664331
327,24.30595355969418
330,24.293272479140093
332,19.663575837135213
333,23.285055695857125
336,21.056037279914065
338,19.554602579780266
346,16.748971207305985
347,14.822520590629296
351,20.387439998009697
352,20.258756875530665
354,24.680407266066112
355,14.47787699220202
356,16.846830138534145
362,19.290543506366674
364,22.435056009228866
365,39.08735752018349
370,35.9707439054629
376,26.235453408709375
379,16.426897803960816
380,17.43246821355359
381,18.503568697216203
382,18.867621060470334
386,8.12446154822537
389,6.625563269367483
391,17.961907025321317
394,21.000643411837498
396,20.72899015543377
398,16.83125185842671
400,10.345002880267408
403,18.427331258299915
405,8.834422631491215
406,11.377668399679393
407,9.844473372456363
410,20.208640821302193
411,18.888839927758482
412,17.166661557116065
413,1.943901672791192
417,12.618296984875865
421,20.273903799201413
422,18.75553973064966
423,20.045780408460033
424,13.05732010668531
427,17.503725579203582
431,18.697723728646547
436,12.859697143585606
437,14.76098657252913
439,3.739098100511015
447,17.808146459556724
450,17.283081689491134
451,16.34499779252841
455,15.1251365922197
457,12.688337397782693
471,20.956077881502893
474,26.275330950215288
476,16.132137215101963
483,30.013240703789734
486,23.45056309895299
490,8.515458645799079
495,20.56523726325261
496,16.55143073138187
497,13.510548688652595
499,21.28147757202104
501,20.311125872899456
505,26.579496850388537
