ID,medv
3,21.495669833372457
6,21.569920733650818
8,21.33451124861993
9,21.48851286706031
10,21.48832787022487
18,21.46525522880188
20,21.521663786180575
25,21.140465122253325
26,21.259800833500403
27,21.48046103812272
29,21.466200628995438
30,21.071291690987287
33,21.488518266743053
34,21.290190101607774
36,21.488672237828705
37,21.49955898822961
38,21.492013379673633
42,21.718061828799144
49,21.488518264342265
53,21.94216469268135
60,21.74228008827752
63,21.51832920766443
70,21.4096321321306
72,21.488725236063466
79,21.48533775642887
80,21.488516942106425
83,22.23072469345586
92,21.495864601437162
93,21.488518266902073
96,21.488518266743053
98,21.48849145329999
99,21.48861504509994
100,21.545442173330724
105,20.678290441500003
106,21.12415444639053
111,21.489706752911136
113,21.488490138668883
114,21.48851713150411
116,21.488518265607876
126,21.483058672475448
130,20.668417142262566
131,19.647801729740944
133,21.388844029249913
136,19.091916186715515
141,21.451635883719266
144,20.604941503116336
145,21.017697231767084
147,21.48849351105058
152,21.47175427926671
153,21.489736767480668
156,21.488486293007917
158,21.840636798885853
163,21.669278789345174
169,21.43423851441878
185,21.489165421523168
186,21.48852568095491
189,21.50913818621624
196,21.488523485357376
197,21.48848319277876
199,21.48851665601222
200,21.488522527808165
203,21.488531665254897
208,21.488565523142857
210,21.4884837397311
211,21.47978611997117
213,21.60196336744177
216,21.488846666148266
218,21.487617559262244
219,21.487096368921836
220,21.489634955918955
221,21.475077198553926
229,21.598464388433758
232,21.636532281973974
238,21.649401153145362
239,21.48854156320081
240,21.488518289928003
242,21.48853741047641
246,21.488518266741327
248,21.358748353180534
253,21.489736702742384
255,21.49320910120263
256,21.48851826675243
257,21.48851826791386
258,21.996157703940142
259,21.49040765667696
260,21.508897107776864
268,21.489129570830887
270,21.50065080433931
271,21.488533993287476
276,21.488997644905684
277,21.488518266757104
278,21.531171146360517
279,21.801131471903187
281,21.48857446848003
288,21.488742030501147
290,21.488518266743053
292,22.688828838174526
295,21.49349811602709
296,21.488537466154202
299,21.488518266743053
300,21.488518266743053
301,21.488518266744027
308,22.22268702008249
314,21.62950987929449
315,21.22635301200118
320,21.43436015563469
322,22.218364489729762
323,22.114784655961863
324,21.488587471116702
327,21.48910537681666
330,21.48848322262636
332,21.488518266743053
333,21.488518266743053
336,21.128396729823944
338,20.943264568409475
346,21.488518266743053
347,21.488518266743053
351,21.488529974551486
352,21.488518266743053
354,21.488518266743053
355,21.488518266959545
356,21.488518266743053
362,21.485356854007854
364,21.49194649782202
365,21.50021677036402
370,21.802483988479363
376,21.473478698081657
379,21.029989669172075
380,21.330987898410694
381,21.488518266743053
382,20.597077112389407
386,21.43805949206034
389,21.488518040627227
391,20.010329262879697
394,21.063007628956953
396,20.72283938826166
398,20.237935019343425
400,21.48851826674305
403,20.867503908272823
405,21.488518266743053
406,21.488518266743053
407,21.488480896097858
410,21.488518266743053
411,21.488518266743053
412,21.488291417415837
413,21.41840232147079
417,21.488513899066316
421,21.48852275908999
422,21.49764307989227
423,21.488518266742904
424,21.48240128468414
427,21.488518266743053
431,21.48615837313372
436,21.488513167042942
437,21.488517203534716
439,21.488518260147213
447,21.493225979438844
450,21.48851389702083
451,21.488514814180473
455,21.485654281640993
457,21.488430296383754
471,20.749263208406276
474,21.488518165917704
476,21.488507375113294
483,21.967320697800258
486,20.94439103435943
490,21.488518266743053
495,21.488525720035025
496,21.488518266743053
497,21.42155145731253
499,21.383830300111498
501,21.444116597397375
505,21.788981785444168
